Unnamed: 0,Question,Answer
50,Apa saja yang akan tercantum dalam laporan inspeksi untuk mobil CARSOME Value? ,"['Seluruh kekurangan dan kedala yang ditemukan dicantumkan secara transparan pada hasil inspeksi yang tersedia di halaman detail mobil.', 'Seluruh kekurangan dan kedala yang ditemukan dicantumkan secara transparan pada hasil inspeksi yang tersedia di halaman detail mobil.']"
51,Apakah mobil CARSOME Value dilengkapi dengan garansi?,"['Semua mobil CARSOME Value tidak dilengkapi dengan garansi 1 tahun.', 'Semua mobil CARSOME Value tidak dilengkapi dengan garansi 1 tahun.']"
52,Apakah mobil CARSOME Value juga memiliki jaminan 5 hari uang kembali? ,"['Seluruh mobil CARSOME Value dilengkapi dengan jaminan 5 hari uang kembali, sesuai dengan syarat dan ketentuan pengembalian CARSOME Value, jika ditemukan adanya kerusakan akibat banjir.', 'Seluruh mobil CARSOME Value dilengkapi dengan jaminan 5 hari uang kembali, sesuai dengan syarat dan ketentuan pengembalian CARSOME Value, jika ditemukan adanya kerusakan akibat banjir.']"
53,Bisakah saya membeli mobil CARSOME Value secara tunai?,"['Tentu! Anda bisa membeli Mobil CARSOME Value secara tunai.', 'Tentu! Anda bisa membeli Mobil CARSOME Value secara tunai.']"
54,Mobil CARSOME Value ini cocok untuk siapa?,"['Mobil CARSOME Value adalah alternatif yang ramah di kantong bagi pelanggan yang ingin mendapatkan kendaraan yang siap digunakan.', 'Mobil CARSOME Value adalah alternatif yang ramah di kantong bagi pelanggan yang ingin mendapatkan kendaraan yang siap digunakan.']"
55,Apakah saya bisa melakukan tukar tambah mobil saya dengan mobil CARSOME Value?,"['Tentu! Anda dapat tukar tambah mobil lama dengan Mobil CARSOME Value.', 'Tentu! Anda dapat tukar tambah mobil lama dengan Mobil CARSOME Value.']"
56,"Apakah setelah saya membeli mobil CARSOME Value, saya dapat mengatur pengiriman mobil tersebut?","['Tentu! Pilih untuk ambil langsung di CARSOME Experience Center atau pilih pengiriman langsung ke rumah Anda.', 'Tentu! Pilih untuk ambil langsung di CARSOME Experience Center atau pilih pengiriman langsung ke rumah Anda.']"
57,Apakah bisa saya beli mobil tanpa harus menyertakan slip gaji?,"['Kami tidak bisa memproses pinjaman untuk pembelian mobil tanpa disertai dengan slip gaji. Tetapi, langkah tersebut bisa diabaikan jika pembelian mobil dilakukan secara tunai.', 'Kami tidak bisa memproses pinjaman untuk pembelian mobil tanpa disertai dengan slip gaji. Tetapi, langkah tersebut bisa diabaikan jika pembelian mobil dilakukan secara tunai.']"
58,Mengapa saya harus membeli mobil bekas secara online di CARSOME?,"['CARSOME memiliki daftar mobil yang ekstensif yang diperbarui setiap hari dan tersedia untuk dilihat secara online setiap saat. Anda dapat mencari mobil pilihan Anda dan membayar biaya pemesanannya, semuanya dapat dilakukan dengan nyaman di rumah Anda! Sekarang lebih cepat, lebih nyaman dan lebih aman bagi Anda untuk membeli mobil.', 'Jika Anda ingin melakukan pemesanan offline, silakan kunjungi CARSOME Experience Center di dekat Anda.']"
59,Berapa biaya pemesanan setiap mobil?,"['Biaya pemesanan sebesar Rp 2,5 Juta dari harga pembelian tanpa biaya tersembunyi atau biaya tambahan.']"
60,Bagaimana cara membayar biaya pemesanan jika saya lebih memilih untuk memesan mobil secara online?,"['Silakan lihat langkah-langkah berikut untuk melakukan pembayaran:', 'Langkah 1: Pada halaman produk mobil pilihan Anda, klik pada tombol ""Pesan Mobil ini"".', 'Langkah 2: Anda akan diarahkan ke halaman untuk memasukan rincian pemesanan Anda. Periksa apakah rincian pemesanan yang Anda masukkan sudah benar, kemudian klik pada tombol ""Bayar Biaya Pemesanan"".', 'Langkah 3: Pilih metode pembayaran yang Anda pilih dan konfirmasikan pembayaran Anda. Selesaikan pembayaran dalam waktu 30 menit. Jika setelah 30 menit Anda tidak menyelesaikan pembayaran, maka mobil akan dirilis untuk pelanggan lain untuk dapat dilihat dan dipesan.']"
61,Bagaimana saya tahu jika pesanan saya telah dikonfirmasi?,"['Ada dua (2) cara untuk memeriksa jika pesanan Anda telah dikonfirmasi.', 'i. Ikon ""Pembayaran sukses. Mobil Anda telah dipesan!"" akan muncul di halaman Pesanan Diterima setelah pesanan Anda telah dikonfirmasi.', 'DAN', 'ii. Dalam halaman Pesanan Saya, Anda akan melihat status ""Telah Dibayar"" sebagai konfirmasi untuk pemesanan Anda.']"
62,Metode pembayaran apakah yang diterima oleh CARSOME?,"['Kami menerima metode pembayaran berikut:', 'i. Transfer Bank', 'ii. Kartu kredit']"
63,Pembayaran saya berhasil tapi saya tidak mendapatkan konfirmasi pesanan. Apakah saya bisa mendapatkan pengembalian dana?,"['Jika pembayaran berhasil, tetapi mobil pilihan Anda telah dipesan, kami akan secara otomatis memproses pengembalian dana kepada Anda. Pengembalian dana hanya akan dilakukan ke rekening bank atau kartu kredit dalam waktu 14 hari kerja sesuai prosedur standar dari bank. Anda akan mendapatkan SMS notifikasi perihal ini.']"
64,Mengapa pesanan saya dibatalkan?,"['Ada dua (2) kemungkinan mengapa pesanan Anda dibatalkan:', 'i. Masa waktu pembayaran telah habis waktunya', 'ATAU', 'ii. Anda tidak sengaja telah membatalkan secara manual']"
65,Apa yang harus saya lakukan jika saya mengalami masalah apapun di website?,"['Silahkan kirim pesan di live chatbox kami melalui website kami. Jika Anda masih menghadapi masalah pada website, silakan hubungi Customer Service kami di nomor hotline 021-50202030 untuk bantuan informasi lebih lanjut.']"
66,Berapa lama CARSOME akan menghubungi saya setelah saya telah berhasil memesan mobil dari website?,"['Konsultan CARSOME akan menghubungi Anda dalam waktu 24 jam untuk mengatur:', 'i. Test drive. Anda dapat memilih untuk mengunjungi Experience Center kami untuk test drive atau mobil akan dikirimkan ke rumah Anda untuk test drive (syarat dan ketentuan berlaku)', 'ii. Mengumpulkan dokumen aplikasi kredit mobil Anda. Harap mempersiapkan dokumen Anda dalam waktu tiga (3) hari setelah Konsultan CARSOME menghubungi Anda untuk menghindari pembatalan pada pemesanan Anda.']"
67,Saya berubah pikiran setelah membayar biaya pemesanan. Dapatkah saya mentransfer biaya pemesanan tersebut untuk mobil lain yang saya pilih?,['Silahkan hubungi Konsultan CARSOME yang didedikasikan untuk membantu Anda dalam perubahan proses pemesanan.']
68,Perusahaan leasing mobil apa saja yang sudah bekerja sama dengan CARSOME?,"['Beberapa perusahaan leasing yang sudah bekerjasama dengan CARSOME adalah leasing ACC, leasing BCA Finance, leasing BFI Finance, leasing Buana Finance, dan leasing CNAF.', 'Beberapa perusahaan leasing yang sudah bekerjasama dengan CARSOME adalah leasing ACC, leasing BCA Finance, leasing BFI Finance, leasing Buana Finance, dan leasing CNAF.']"
69,Berapa DP minimum yang harus konsumen siapkan jika konsumen ingin membayar dengan cara kredit?,"['Secara umum konsumen disarankan untuk menyiapkan dana sekitar 20-30% dari harga kendaraan. Namun, setiap perusahaan pembiayaan/leasing memiliki kebijakan yang berbeda untuk penerapan besaran DP yang harus dibayar oleh konsumen.']"
70,Apa saja persyaratan yang wajib konsumen siapkan ketika mengajukan kredit melalui leasing?,"['Secara umum dokumen yang diperlukan adalah', 'KTP - Kartu Tanda PendudukNPWP - Nomor Pokok Wajib PajakKK - Kartu KeluargaKTP Pasangan (jika sudah menikah)Slip Gaji / Keterangan PenghasilanPernyataan kepemilikan tempat tinggalDokumen pendukung lainnya, disesuaikan dengan kebijakan dan hasil analisa perusahaan pembiayaan/leasing terkait', 'KTP - Kartu Tanda Penduduk', 'NPWP - Nomor Pokok Wajib Pajak', 'KK - Kartu Keluarga', 'KTP Pasangan (jika sudah menikah)', 'Slip Gaji / Keterangan Penghasilan', 'Pernyataan kepemilikan tempat tinggal', 'Dokumen pendukung lainnya, disesuaikan dengan kebijakan dan hasil analisa perusahaan pembiayaan/leasing terkait']"
71,Apakah semua pengajuan kredit pasti diterima oleh leasing?,"['Belum tentu, pihak perusahaan pembiayaan/leasing akan melakukan cek kemampuan pembayaran pembeli dari informasi/dokumen yang diberikan serta cek kredibilitas lainnya seperti SLIK/ PEFINDO terlebih dahulu, jika ada tunggakan hutang yang belum dibayar, pengajuan kredit dapat dibatalkan atau melalui proses analisa lebih lanjut.']"
72,"Jika pengecekan sudah disetujui, bagaimana proses selanjutnya?","['Konsumen harus membayar DP yang sudah disepakati ke CARSOME, pihak perusahaan pembiayaan/leasing akan mengeluarkan PO dan melakukan pelunasan ke CARSOME, setelah itu mobil dapat dikirimkan kepada konsumen.']"
73,"Bagaimana jika saya ingin mengajukan kredit mobil tetapi menggunakan perusahaan pembiayaan atau perusahaan leasing yang belum rekanan dengan CARSOME, apakah bisa?","['Pengajuan kredit mobil menggunakan perusahaan pembiayaan atau perusahaan leasing mobil yang belum rekanan dapat menghubungi CARSOME atau kunjungi Experience Center kami untuk informasi lebih lanjut.', 'Pengajuan kredit mobil menggunakan perusahaan pembiayaan atau perusahaan leasing mobil yang belum rekanan dapat menghubungi CARSOME atau kunjungi Experience Center kami untuk informasi lebih lanjut.']"
74,"Jika pembelian menggunakan metode tunai, apa saja keuntungan yang didapat?","['Selain CARSOME promise (Garansi 1 tahun, Jaminan 5 hari uang kembali dan unit bebas banjir, dll), konsumen bisa menambahkan benefit keuntungan/manfaat asuransi kendaraan dengan premi dan tanggungan sesuai dengan OTR dan tahun kendaraan.']"
75,Dokumen Informasi Paket Garansi CARSOME,"['Unduh dokumen informasi Garansi CARSOME di sini.', 'di sini']"
77,Apa yang dimaksud dengan asuransi TLO?,['Asuransi TLO (Total Loss Only) adalah asuransi yang menjamin kerugian akibat kehilangan atau kerusakan yang menyebabkan mobil dengan nilai perbaikan lebih dari 75% akibat kecelakaan']
78,Bagaimana cara klaim asuransi?,"['Pastikan polis asuransi Anda masih aktifHubungi Hotline Asuransi kami sesuai dengan yang tertera di Polis AndaLengkapi dokumen - dokumen yang dibutuhkanJika klaim kehilangan, maka akan langsung dihitung oleh pihak AsuransiJika klaim kecelakaan, maka mobil Anda wajib dibawa ke bengkel rekanan asuransi untuk dilakukan pengecekan nilai kerusakan apakah sampai di 75% atau tidak', 'Pastikan polis asuransi Anda masih aktif', 'Pastikan polis asuransi Anda masih aktif', 'Hubungi Hotline Asuransi kami sesuai dengan yang tertera di Polis Anda', 'Hubungi Hotline Asuransi kami sesuai dengan yang tertera di Polis Anda', 'Lengkapi dokumen - dokumen yang dibutuhkan', 'Lengkapi dokumen - dokumen yang dibutuhkan', 'Jika klaim kehilangan, maka akan langsung dihitung oleh pihak Asuransi', 'Jika klaim kehilangan, maka akan langsung dihitung oleh pihak Asuransi', 'Jika klaim kecelakaan, maka mobil Anda wajib dibawa ke bengkel rekanan asuransi untuk dilakukan pengecekan nilai kerusakan apakah sampai di 75% atau tidak', 'Jika klaim kecelakaan, maka mobil Anda wajib dibawa ke bengkel rekanan asuransi untuk dilakukan pengecekan nilai kerusakan apakah sampai di 75% atau tidak']"
79,Bagaimana mendapatkan informasi mengenai Polis Asuransi?,"['Polis asuransi akan diberikan bersamaan dengan penyerahan unit kepada customer dengan mengirimkan ePolis yang akan dikirimkan ke email customer yang sudah di daftarkan.', 'Polis asuransi akan diberikan bersamaan dengan penyerahan unit kepada customer dengan mengirimkan ePolis yang akan dikirimkan ke email customer yang sudah di daftarkan.']"
80,Berapa lama proses klaim asuransi akan dibayarkan?,"['Waktu pembayaran klaim asuransi kurang lebih di 30 hari kerja terhitung dari dokumen sudah lengkap', 'Waktu pembayaran klaim asuransi kurang lebih di 30 hari kerja terhitung dari dokumen sudah lengkap']"
81,Syarat dan dokumen apa saja yang dibutuhkan untuk klaim asuransi?,"['SIM pemilik harus hidupSTNK pajak hidupSurat polisi : setingkat POLRESBPKB apabila beda antara stnk dan pemilik\xa0Mengisi form menceritakan kronologi kejadianUntuk kendaraan yang dicuri oleh supir pribadi maka berlaku ketentuan; supir tersebut sudah bekerja berturut turut selama 6 bulan dan dapat membuktikan bahwa supir tersebut bekerja dengan pemilik kendaraan tersebut', 'SIM pemilik harus hidup', 'SIM pemilik harus hidup', 'STNK pajak hidup', 'STNK pajak hidup', 'Surat polisi : setingkat POLRES', 'Surat polisi : setingkat POLRES', 'BPKB apabila beda antara stnk dan pemilik\xa0', 'BPKB apabila beda antara stnk dan pemilik\xa0', 'Mengisi form menceritakan kronologi kejadian', 'Mengisi form menceritakan kronologi kejadian', 'Untuk kendaraan yang dicuri oleh supir pribadi maka berlaku ketentuan; supir tersebut sudah bekerja berturut turut selama 6 bulan dan dapat membuktikan bahwa supir tersebut bekerja dengan pemilik kendaraan tersebut', 'Untuk kendaraan yang dicuri oleh supir pribadi maka berlaku ketentuan; supir tersebut sudah bekerja berturut turut selama 6 bulan dan dapat membuktikan bahwa supir tersebut bekerja dengan pemilik kendaraan tersebut']"
82,"Jika saya mau upgrade asuransi mobil yang sudah diberikan, apakah bisa dan bagaimana caranya?",['Ya Anda bisa melakukan upgrade asuransi. Caranya dengan menghubungi Carsome Consultant yang melayani Anda atau bisa menghubungi contact center kami di (021) 5099 8890 atau di Whatsapp center kami di 021-5020-2030']
83,Kapan mobil siap untuk dilihat dan/atau dilakukan test drive?,"['Mobil yang dijual di website akan tersedia dalam waktu 14 hari. Jika ada keterlambatan, kami akan memberitahu Anda melalui nomor telepon atau email.']"
84,Bisakah saya lihat tampilan mobil?,"['Tampilan mobil belum tersedia saat ini karena sedang menjalani proses rekondisi, dan akan tersedia setelah proses perbaikan CARSOME Certified selesai dilakukan, yaitu dalam waktu sekitar 14 hari.']"
85,Kapan laporan inspeksi untuk mobil ini tersedia untuk dilihat?,"['Laporan inspeksi belum tersedia saat ini karena mobil masih menjalani proses inspeksi dan juga perbaikan. Tidak perlu khawatir, karena semua mobil CARSOME Certified merupakan mobil yang berkualitas yang telah melalui proses inspeksi di 175 titik untuk memberikan keamanan, kenyamanan, dan mempertimbakan nilai-nilai estetika.']"
86,Apa yang terjadi jika ditemukan cacat pada mobil?,['Proses perbaikan CARSOME Certified memastikan seluruh mobil telah lulus Inspeksi 175-Titik dan diperbaiki agar performanya maksimal.']
87,Apakah harga mobil akan berubah setelah tersedia di web dan siap untuk dipesan?,"['Tidak, harga mobil akan tetap sama.']"
88,Kapan pelanggan akan dihubungi jika mobil telah tersedia?,['Pelanggan akan dihubungi setelah proses perbaikan selesai dilakukan. Proses akan berlangsung sekitar 14 hari.']
89,Apa yang terjadi ketika orang lain memesan mobil yang sama setelah mobil tersedia di web?,"['Ketika seseorang memesan mobil yang sama setelah mobil tersedia, Anda dapat meninggalkan informasi kontak Anda di situs web kami dan tim CARSOME akan segera menghubungi Anda.']"
90,Apakah saya akan diberitahu saat mobil tersebut tersedia?,"['Tentu, pelanggan akan dihubungi saat proses rekondisi telah selesai dilakukan dalam waktu 14 hari atau mungkin lebih awal.']"
91,Kapan saya bisa melihat informasi lebih lanjut tentang mobil tersebut?,['Seluruh informasi tentang mobil akan ditampilkan pada website dalam 14 hari setelah proses perbaikan dilakukan. ']
92,"Jika saya tertarik dan ingin mendaftar untuk mobil ini, apakah saya akan diprioritaskan saat mobil tersebut telah tersedia di web dan siap untuk dibeli?","['Setelah Anda mendaftarkan ketertarikan, kami akan menghubungi Anda agar bisa melihat mobil tersebut dan/atau melakukan test drive. Jika Anda telah yakin, Anda bisa langsung memesan mobil tersebut.']"
93,Kenapa saya harus mendaftarkan terlebih dahulu jika saya tertarik untuk mobil yang bahkan belum tersedia?,"['Ada situasi dimana pelanggan tidak dapat menemukan mobil yang mereka inginkan di inventaris kami karena setiap mobil bekas memiliki keunikan berdasarkan kondisinya masing-masing. ', '', '', 'Mendaftarkan ketertarikan Anda pada mobil yang belum tersedia memungkinkan kami untuk mempersiapkan mobil secara efisien ke CARSOME Experience Center pilihan Anda, jadi Anda bisa langsung melihat atau melakukan test drive setelah mobil tersebut siap. Anda juga akan diberikan informasi terbaru kapan mobil tersebut siap untuk dilihat dan untuk dilakukan test drive. ']"
94,Apakah ada fasilitas pembiayaan untuk dealer? ,['Ada. Dealer dapat mengajukan permohonan fasilitas pembiayaan kepada CARSOME yang akan diberikan oleh pihak eksternal (Multifinance/P2P).']
95,Apa saja fasilitas yang ditawarkan?,['CARSOME menyediakan fasilitas dealer financing bagi dealer terpilih melalui pihak ketiga (external - Multifinance/P2P).']
96,Apakah CARSOME memiliki fasilitas pembiayaan dari Internal?,['Tidak ada. Tetapi CARSOME memiliki alternatif opsi pembayaran yang bervariasi untuk dealer.']
98,Bagaimana cara mengajukan fasilitas pembiayaan dari pihak eksternal?,"['Pihak eksternal akan menentukan kategori dealer mana saja yang dapat mengajukan fasilitas pembiayaan, jadi tidak semua dealer bisa menggunakan fasilitas pembiayaan dari eksternal.']"
99,Bagaimana cara menggunakan pembiayaan melalui pihak eksternal?,['CARSOME akan membantu dealer untuk mengajukan pembiayaan kepada pihak ketiga dan pihak ketiga (Multifinance/P2P) akan menganalisa dan memberikan fasilitas pembiayaan kepada dealer yang dapat digunakan untuk melakukan pembelian unit di CARSOME.']
